name,categories,address,lat,lng,price,likes,photos,tips,rating,cuisine_similarity,budget_match,rating_match,like_probability
مطعم وقت الشواية,afghan restaurant,"الرياض 14723, المملكة العربية السعودية",24.518983,46.656981,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
ديوانية عكاظ,café,"الرياض 14726, المملكة العربية السعودية",24.518511,46.669149,Cheap,0.0,2,0,,0.0,1,0,0.5449488073458703
شاهي جمر راعي الجمس,coffee shop,"الرياض 14726, المملكة العربية السعودية",24.519314,46.670041,Cheap,0.0,0,0,,1.0,1,0,0.9003158999383325
غدير الشام,afghan restaurant,المملكة العربية السعودية,24.51952,46.67166,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
Dunkin',donut shop,"الرياض, المملكة العربية السعودية",24.52500124594793,46.43394380604386,Cheap,29.0,90,1,8.9,0.27072508730579614,1,1,0.8603212490675765
Moroccan Taste (المذاق المغربي),café,"Makkah Al Mukarramah Rd, الرياض, المملكة العربية السعودية",24.52493729305084,46.43353856458267,Cheap,22.0,13,2,8.6,0.0,1,1,0.7809091203153626
كرك جدي,café,"الرياض, المملكة العربية السعودية",24.525067850036105,46.43420344582057,Cheap,24.0,27,1,7.3,0.0,1,1,0.7809091203153626
دانكن دونت طريق المزاحميه,donut shop  coffee shop,"الرياض, المملكة العربية السعودية",24.524959,46.433641,Cheap,0.0,6,0,8.3,0.7099031678150134,1,1,0.9373387434418913
دانكن الدزيه,coffee shop,"الرياض 13797, المملكة العربية السعودية",24.524787,46.433555,Cheap,0.0,8,0,,1.0,1,0,0.9003158999383325
بارن كافيه   BARNCAFÉ,café,"الرياض, المملكة العربية السعودية",24.525006,46.433693,Cheap,6.0,12,0,,0.0,1,0,0.5449488073458703
بيالة وفنجال للقهوة العربية,café  coffee shop,"الرياض 13797, المملكة العربية السعودية",24.525237,46.434477,Cheap,0.0,3,0,,0.7793832838301591,1,0,0.8525814338417477
Nestro,coffee shop,"الرياض 13797, المملكة العربية السعودية",24.523778,46.430222,Cheap,0.0,0,0,,1.0,1,0,0.9003158999383325
سيارة آيس كريم,food truck,"Second Ring Rd (Second Ring Rd), الرياض, المملكة العربية السعودية",24.79344388133637,46.87824116776024,Cheap,1.0,13,0,,0.0,1,0,0.5449488073458703
Starbucks,coffee shop,"الرياض 14723, المملكة العربية السعودية",24.522543,46.648867,Cheap,1.0,16,0,8.1,1.0,1,1,0.9641336273406055
مطعم البخاري,middle eastern restaurant,"الرياض 14723, المملكة العربية السعودية",24.524101,46.660976,Moderate,0.0,1,0,,0.0,0,0,0.16572613385048973
بهارات الأولين,middle eastern restaurant,"الرياض, المملكة العربية السعودية",24.525009,46.68766,Moderate,8.0,10,6,7.8,0.0,0,1,0.3715589095019695
Perfect Cooker,asian restaurant,"Along Aramco road.  Corner Intersection, Industrial City 2, المملكة العربية السعودية",24.52047144135105,46.8583871757124,Moderate,1.0,0,1,,0.0,0,0,0.16572613385048973
Koud Restautant,middle eastern restaurant,المملكة العربية السعودية,24.52281119716068,46.8780281006726,Moderate,0.0,0,1,,0.0,0,0,0.16572613385048973
city food court,food court,المملكة العربية السعودية,24.522197358761648,46.907098746788,Unknown,0.0,1,1,,0.0,0,0,0.16572613385048973
Embratoor AlShawerma (امبراطور الشاورما),shawarma place,"الرياض, المملكة العربية السعودية",24.525684,46.435516,Unknown,1.0,6,0,,0.0,0,0,0.16572613385048973
Falafel Pie (فطيرة الفلافل),falafel restaurant,"طريق جدة, الرياض, المملكة العربية السعودية",24.525746,46.435683,Cheap,1.0,4,0,,0.0,1,0,0.5449488073458703
مطعم بخاري,afghan restaurant  middle eastern restaurant,"الرياض 14966, المملكة العربية السعودية",24.530273,46.63415300000001,Moderate,0.0,1,0,,0.0,0,0,0.16572613385048973
بوفيه التاج,fast food restaurant,"الرياض 14966, المملكة العربية السعودية",24.52712600000001,46.63751,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
يب برجر YEP BURGER,burger joint,"حي الحزم (شارع القليب بالتقاطع مع شارع محمد بن عرجان), الرياض, المملكة العربية السعودية",24.527554,46.64088,Cheap,5.0,4,6,,0.0,1,0,0.5449488073458703
حكاية قهوة Coffee Tale,coffee shop,"الرياض, المملكة العربية السعودية",24.5299,46.653505,Cheap,5.0,4,0,,1.0,1,0,0.9003158999383325
Kudu,sandwich place,"8293 الكهف، الحزم الرياض 14966 4792 Al Kahf, Al Hazm, Riyadh 14966 4792 (مقابل مستشفى الإمام عبدالرحمن الفيصل), الرياض 14966, المملكة العربية السعودية",24.530676,46.65249,Cheap,0.0,1,0,,0.0,1,0,0.5449488073458703
الماسة الذهبية,wings joint,"عكاظ (الفرسان), الرياض 14723, المملكة العربية السعودية",24.525373,46.662046,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
اراك كوفي,coffee shop,"الرياض 14723, المملكة العربية السعودية",24.526627,46.669282,Cheap,0.0,2,0,,1.0,1,0,0.9003158999383325
Burger King,fast food restaurant,"prince mamdooh bin abdulaziz, Riyadh 12241, المملكة العربية السعودية",24.5271348225978,46.669921875,Cheap,1.0,0,0,6.7,0.0,1,0,0.5449488073458703
خذلك برجر,food truck,"خذلك برجر, الرياض 14726, المملكة العربية السعودية",24.52586152575471,46.66978194416453,Cheap,1.0,2,2,,0.0,1,0,0.5449488073458703
‏سيارة الأيسكريم,food truck  ice cream shop,"الرياض, المملكة العربية السعودية",24.52817154625421,46.69256642431064,Cheap,0.0,1,0,,0.16659812268491767,1,0,0.6264194088168221
Pizza Hut (بيتزا هت),pizza place,"حي الشفاء (طريق ديراب), الرياض, المملكة العربية السعودية",24.53075845495237,46.687127578888855,Cheap,4.0,4,0,,0.0,1,0,0.5449488073458703
Croissant Cafe || كروسان كافيه,café,المملكة العربية السعودية,24.53034133670205,46.68850020655214,Cheap,0.0,3,0,,0.0,1,0,0.5449488073458703
بريڤي لاونج,café,"الرياض, المملكة العربية السعودية",24.528991,46.729956,Cheap,2.0,12,1,,0.0,1,0,0.5449488073458703
Kabbani Pattiserie,bakery,"Jareer St., الرياض, المملكة العربية السعودية",24.529725179389416,46.8961846389116,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
KFC (كنتاكي),fast food restaurant  fried chicken joint,"Alhazem (Dirab Road), الرياض, المملكة العربية السعودية",24.535847892014125,46.65677051846056,Cheap,2.0,12,1,6.3,0.0,1,0,0.5449488073458703
الرياض بارك,new american restaurant,"شارع بارق, الرياض 14722, المملكة العربية السعودية",24.533847,46.679761,Expensive,0.0,34,0,,0.0,0,0,0.16572613385048973
فوال الطائف,bakery,"الرياض 14725, المملكة العربية السعودية",24.531176,46.686137,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
Starbucks,coffee shop,"الرياض, المملكة العربية السعودية",24.53558928999773,46.68863699968899,Cheap,4.0,12,0,8.0,1.0,1,1,0.9641336273406055
ماكدونالدز,american restaurant,"الرياض 14725, المملكة العربية السعودية",24.53288,46.69714000000001,Moderate,3.0,11,1,,0.0,0,0,0.16572613385048973
Dunkin Donuts (دانكن دونتس),donut shop,"الشفا بلازا (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.53535176259244,46.69324324903404,Cheap,17.0,57,1,8.2,0.27072508730579614,1,1,0.8603212490675765
المشوي العنابي,middle eastern restaurant,"الرياض 14725, المملكة العربية السعودية",24.535543,46.692831,Moderate,6.0,30,3,,0.0,0,0,0.16572613385048973
4 Guys,burger joint,"الرياض 14725, المملكة العربية السعودية",24.53075,46.695118,Cheap,1.0,13,0,,0.0,1,0,0.5449488073458703
وقت العصير,snack place,"الرياض 14725, المملكة العربية السعودية",24.535141,46.693363,Cheap,0.0,3,0,,0.0,1,0,0.5449488073458703
The Sandwich Co. (ذا ساندوتش كومبني),burger joint,"الرياض -حي الشفاء, الرياض 14725, المملكة العربية السعودية",24.53535514630745,46.69304635352495,Cheap,12.0,18,2,7.8,0.0,1,1,0.7809091203153626
Al Ennabi Grill,middle eastern restaurant,"Al Shifa Plaza, الرياض 14725, المملكة العربية السعودية",24.535516,46.692814,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
شاورمر,shawarma place  fast food restaurant  sandwich place,"الرياض 14725, المملكة العربية السعودية",24.53156700000001,46.695152,Unknown,2.0,3,1,6.6,0.0,0,0,0.16572613385048973
سيارة ايسكريم 2020,ice cream shop,"Alkhaleefa Almamoon street (Ash Shifa), الرياض 14725, المملكة العربية السعودية",24.532275,46.695833,Cheap,4.0,7,0,,0.20578743939512187,1,0,0.6447559206069757
دومينوز بيتزا,pizza place,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.53551,46.692989,Cheap,1.0,3,0,,0.0,1,0,0.5449488073458703
برجر كنج Burger King,burger joint,"الشفا بلازا (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535664,46.692673,Cheap,6.0,0,0,,0.0,1,0,0.5449488073458703
أعالي الأمواج للمأكولات البحرية,seafood restaurant,المملكة العربية السعودية,24.534408,46.697308,Expensive,1.0,0,0,,0.0,0,0,0.16572613385048973
monkey cookies مونكي كوكيز,dessert shop,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535341,46.692655,Cheap,2.0,3,0,,0.31805456601993665,1,0,0.6948510936216132
ايسكريم سلطان,ice cream shop,"الرياض 14725, المملكة العربية السعودية",24.531813,46.695463,Cheap,0.0,5,0,,0.20578743939512187,1,0,0.6447559206069757
Pizza Papa John's (بيتزا بابا جونز),pizza place,"الشفا بلازا (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535368,46.692836,Cheap,0.0,2,0,,0.0,1,0,0.5449488073458703
Burger King - Shifa 2,burger joint,"Al Shifa Plaza, Al Imam Muslim Rd, Near Abdul Samad Al Qurashi, Badr, الرياض 14725, المملكة العربية السعودية",24.53566,46.69276,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
Pastaliano Pasta & Crepe,italian restaurant,"Imam Muslim St. (Alshafa Plaza), الرياض 14725, المملكة العربية السعودية",24.535446,46.692871,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
Tsc,restaurant,"alshifa, الرياض 14725, المملكة العربية السعودية",24.535385,46.693226,Moderate,3.0,3,2,7.6,0.0,0,1,0.3715589095019695
Domino's Pizza,pizza place,"Al Shifa Plaza, Al Imam Muslim St, Badr, الرياض 14725, المملكة العربية السعودية",24.535323,46.692719,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
Domino's Pizza,pizza place,"Alshifaa Plaza (Imam Muslim), الرياض 14725, المملكة العربية السعودية",24.535662,46.69306,Cheap,0.0,1,0,7.3,0.0,1,1,0.7809091203153626
Burger King,american restaurant,"طريق الامام مسلم, الرياض, المملكة العربية السعودية",24.535669,46.69266500000001,Moderate,0.0,1,0,,0.0,0,0,0.16572613385048973
Shawerma Emperor (إمبراطور الشاورما),shawarma place,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.536078,46.692529,Unknown,0.0,0,0,,0.0,0,0,0.16572613385048973
Texas Chicken (دجاج تكساس),fried chicken joint  fast food restaurant,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535557,46.693049,Cheap,1.0,0,0,,0.0,1,0,0.5449488073458703
SADIG Coffee Shop (صادق كافيه),coffee shop,"شارع الخليفة المأمون, الرياض, المملكة العربية السعودية",24.53456460487329,46.69810255180416,Cheap,10.0,14,1,7.5,1.0,1,1,0.9641336273406055
قلعة الجود للمشويات الطازجة,bbq joint,"a, Riyadh, المملكة العربية السعودية",24.531507547717872,46.70682907104492,Moderate,1.0,2,0,,0.0,0,0,0.16572613385048973
Türk Kassabi Bereket,turkish restaurant,المملكة العربية السعودية,24.532776,46.707245,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
Sandes,diner,المملكة العربية السعودية,24.534340766320128,46.71483270032319,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
Boofiya - Bangladesh India And Pakistani Foods,indian restaurant,المملكة العربية السعودية,24.533024279973503,46.72296502482954,Moderate,1.0,0,1,,0.0,0,0,0.16572613385048973
بوفية المصارير,breakfast spot,"الرياض 14532, المملكة العربية السعودية",24.533581,46.774072,Cheap,1.0,0,0,,0.0,1,0,0.5449488073458703
Seven Elven 7/11 Coffee & Sweet,food truck  coffee shop,"الرياض 13514, المملكة العربية السعودية",24.535162833364144,46.61486555288729,Cheap,8.0,8,0,7.8,0.591384105309428,1,1,0.9217120132114109
مطعم نكهة فرن,restaurant,"الرياض 14966, المملكة العربية السعودية",24.536515,46.636312,Moderate,2.0,1,0,,0.0,0,0,0.16572613385048973
Barbecue Corner (ركن المشوي),burger joint,"Al Hazm, الرياض, المملكة العربية السعودية",24.535381317138672,46.63647842407226,Cheap,2.0,3,0,,0.0,1,0,0.5449488073458703
نكهه الريف,diner,المملكة العربية السعودية,24.53525,46.636516,Cheap,1.0,1,0,,0.0,1,0,0.5449488073458703
Burger Tower (برجر تاور),burger joint,المملكة العربية السعودية,24.53907669458394,46.64020738649477,Cheap,23.0,9,3,7.0,0.0,1,1,0.7809091203153626
دواجن الحزم,wings joint,"الرياض 14966, المملكة العربية السعودية",24.539299,46.64018,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
القهوة الكايفة,coffee shop,المملكة العربية السعودية,24.534809,46.638852,Cheap,2.0,3,1,,1.0,1,0,0.9003158999383325
بلاتي برجر,burger joint  fast food restaurant  american restaurant,"الرياض 14966, المملكة العربية السعودية",24.538638,46.641925,Cheap,1.0,2,0,,0.0,1,0,0.5449488073458703
موز ولوز,coffee shop,"الرياض 14966, المملكة العربية السعودية",24.536132,46.647336,Cheap,4.0,10,1,,1.0,1,0,0.9003158999383325
ترك قهوة مختصة,café,"الرياض 14964, المملكة العربية السعودية",24.537366,46.645095,Cheap,0.0,1,0,,0.0,1,0,0.5449488073458703
كنتاكي | kfc,fried chicken joint,المملكة العربية السعودية,24.537130767685,46.64757342069615,Cheap,0.0,2,0,,0.0,1,0,0.5449488073458703
TSC Signature,fast food restaurant,المملكة العربية السعودية,24.532961827657505,46.647794938597535,Cheap,1.0,3,0,,0.0,1,0,0.5449488073458703
#عربة_قهوة_مختصة,coffee shop,"الرياض 14964, المملكة العربية السعودية",24.53737000000001,46.645031,Cheap,0.0,8,0,,1.0,1,0,0.9003158999383325
Post Coffee,coffee shop  café,"Alhazm, الرياض 14964, المملكة العربية السعودية",24.539235,46.651729,Cheap,1.0,22,2,,0.7793832838301591,1,0,0.8525814338417477
برجر جي,burger joint,المملكة العربية السعودية,24.538326807415427,46.65271571733928,Cheap,12.0,1,4,7.6,0.0,1,1,0.7809091203153626
Lions Food,food court,"Hazm, الرياض 14964, المملكة العربية السعودية",24.539054,46.652593,Unknown,0.0,4,0,,0.0,0,0,0.16572613385048973
KFC,fast food restaurant  fried chicken joint,المملكة العربية السعودية,24.53585014220725,46.653271927821294,Cheap,3.0,1,0,6.6,0.0,1,0,0.5449488073458703
جمعية البر بالشفا استقبال فائض الولائم,food truck,"الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.53949108473756,46.65172586655322,Cheap,2.0,1,1,,0.0,1,0,0.5449488073458703
مطعم كبسة امي,diner,المملكة العربية السعودية,24.539287726918023,46.65154121006035,Cheap,3.0,5,1,4.9,0.0,1,0,0.5449488073458703
مجرد مكرونة,italian restaurant,المملكة العربية السعودية,24.539176,46.652731,Moderate,1.0,0,0,,0.0,0,0,0.16572613385048973
10 Sport Cafe,coffee shop,"Al Hazam, الرياض 14964, المملكة العربية السعودية",24.539307,46.649532,Cheap,0.0,3,0,,1.0,1,0,0.9003158999383325
أكل اسود,dutch restaurant,"الرياض 14964, المملكة العربية السعودية",24.539139,46.652601,Unknown,2.0,4,0,,0.0,0,0,0.16572613385048973
واحة الشطيرة,burger joint,"الرياض 14964, المملكة العربية السعودية",24.538992,46.652582,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
Starbucks (ستاربكس),coffee shop,"تقاطع شارع الصحراء مع طريق ديراب (Dirab Road), الرياض 14722, المملكة العربية السعودية",24.53730220066813,46.65940300256909,Cheap,162.0,1171,37,8.9,1.0,1,1,0.9641336273406055
McDonald's (ماكدونالدز),fast food restaurant,"حي الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.53744947994433,46.65816434021157,Cheap,80.0,42,1,8.1,0.0,1,1,0.7809091203153626
Juice Time (وقت العصير),juice bar  ice cream shop,"الرياض, المملكة العربية السعودية",24.538300543617325,46.6593210147631,Cheap,23.0,63,7,8.3,0.149931945987578,1,1,0.8283393424077122
Hamburgini (هامبرغيني),burger joint,"Dirab road | طريق ديراب (Hamza bin abdulmutaleeb), الرياض 14964, المملكة العربية السعودية",24.538437224231963,46.65906429290772,Cheap,125.0,53,22,8.5,0.0,1,1,0.7809091203153626
Subway (صب واي),sandwich place,"طريق ديراب, الرياض, المملكة العربية السعودية",24.537504587522047,46.65807559385014,Cheap,12.0,12,1,6.7,0.0,1,0,0.5449488073458703
Shawarmer (شاورمر),shawarma place,"Dirab Branch Rd, Al Hazm, الرياض, المملكة العربية السعودية",24.5376110026199,46.658282996494144,Unknown,13.0,17,3,6.8,0.0,0,0,0.16572613385048973
Maestro Pizza (مايسترو بيتزا),pizza place,المملكة العربية السعودية,24.537524925530075,46.65820634395441,Cheap,5.0,4,0,,0.0,1,0,0.5449488073458703
Noodles Factory (نودلز فاكتوري),noodle house,"طريق ديراب, الرياض, المملكة العربية السعودية",24.53745710439075,46.658166099535634,Cheap,20.0,8,12,6.8,0.0,1,0,0.5449488073458703
12 Burger,burger joint,"الرياض 14964, المملكة العربية السعودية",24.538211,46.658799,Cheap,0.0,10,0,,0.0,1,0,0.5449488073458703
الشورما العربي,turkish restaurant,"حي الحزم (طريق ديراب), الرياض 14964, المملكة العربية السعودية",24.538257,46.658802,Moderate,0.0,0,1,,0.0,0,0,0.16572613385048973
مطعم مذاق الكشري,egyptian restaurant,"حي الحزم (طريق ديراب), الرياض 14964, المملكة العربية السعودية",24.538439,46.658803000000006,Unknown,3.0,4,1,,0.0,0,0,0.16572613385048973
Burger 12 برجر ١٢,fast food restaurant,"الرياض 14964, المملكة العربية السعودية",24.53799200000001,46.658713,Cheap,1.0,1,0,,0.0,1,0,0.5449488073458703
Shawrma Mahboob (شاورما محبوب),doner restaurant,"Dirab Rd., الرياض 14964, المملكة العربية السعودية",24.538414000000003,46.659045,Unknown,0.0,0,0,,0.0,0,0,0.16572613385048973
اوز بيك,fried chicken joint,"الشفا طريق ديراب, الرياض, المملكة العربية السعودية",24.538084,46.658805,Cheap,2.0,2,1,,0.0,1,0,0.5449488073458703
باجة,snack place,"حي المروة (طريق ديراب), الرياض 14964, المملكة العربية السعودية",24.53781,46.658566,Cheap,0.0,1,0,,0.0,1,0,0.5449488073458703
هابرجريني,american restaurant,"طريق ديراب, الرياض, المملكة العربية السعودية",24.538223,46.658798,Moderate,1.0,3,0,,0.0,0,0,0.16572613385048973
Noodles Factory,noodle house,"Alhazm (Amam mouslm - dirab), الرياض, المملكة العربية السعودية",24.537791,46.657935,Cheap,1.0,6,1,,0.0,1,0,0.5449488073458703
بيت الكتاكيت Bait Alkatakit (بيت الكتاكيت),fried chicken joint,المملكة العربية السعودية,24.538226,46.658952,Cheap,3.0,4,0,,0.0,1,0,0.5449488073458703
Shawarma House (بيت الشاورما),shawarma place,"جنوب شارع المشتل (بجانب هرفي), الرياض 14964, المملكة العربية السعودية",24.53910538247729,46.65966150302991,Unknown,88.0,176,11,8.5,0.0,0,1,0.3715589095019695
Herfy 326 jazzed,burger joint,"طريق ديراب, الرياض, المملكة العربية السعودية",24.53856085890389,46.65933045100248,Cheap,6.0,1,1,5.9,0.0,1,0,0.5449488073458703
Pizza Hut,pizza place,"حي الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.538746,46.659229,Cheap,0.0,1,0,6.6,0.0,1,0,0.5449488073458703
Burger King (برجر كنج),fast food restaurant,"حي المروة (طريق ديراب), الرياض, المملكة العربية السعودية",24.537399,46.659862,Cheap,7.0,10,0,5.6,0.0,1,0,0.5449488073458703
Burger King - Dirab,burger joint,"Dirab Branch Rd, Opposite Al Dawaa Pharmacy, Al Marwah, الرياض 14722, المملكة العربية السعودية",24.537538,46.659791,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
لمحة القهوة,coffee shop,"الشفا (الأمام مسلم), الرياض, المملكة العربية السعودية",24.536793,46.6924,Cheap,1.0,4,0,,1.0,1,0,0.9003158999383325
Shifudo شيفودو,seafood restaurant,"Shifa district - Imam Muslim Road - After Orouba Center and before Banda, الرياض, المملكة العربية السعودية",24.536275215398256,46.692242337101405,Expensive,12.0,44,7,6.5,0.0,0,0,0.16572613385048973
قهوة شخصين 2GUYS,café,"Alshifa (Imam Muslim), الرياض, المملكة العربية السعودية",24.53901419010608,46.688574106270686,Cheap,5.0,32,2,6.2,0.0,1,0,0.5449488073458703
شمس و قهوة,coffee shop,"طريق الامام مسلم, الرياض 14724, المملكة العربية السعودية",24.538355,46.69051,Cheap,1.0,8,0,,1.0,1,0,0.9003158999383325
Cafeteria (بوفية),breakfast spot,"حي بدر (ش - الامام مسلم), الرياض, المملكة العربية السعودية",24.538696,46.689591,Cheap,2.0,1,0,,0.0,1,0,0.5449488073458703
اسكندر افندي,turkish restaurant,"حي بدر (طريق ابن تيمية), الرياض, المملكة العربية السعودية",24.53971819012399,46.68944833218946,Moderate,0.0,2,0,,0.0,0,0,0.16572613385048973
قهوة شبات,café,"حي بدر (ط ابن تيمية), الرياض, المملكة العربية السعودية",24.53988663079707,46.68925493196869,Cheap,1.0,7,1,,0.0,1,0,0.5449488073458703
لقيمات حصة,restaurant,"2153 Ibn Taymeeyah Rd, الرياض 14724, المملكة العربية السعودية",24.540343,46.690068,Moderate,1.0,1,1,,0.0,0,0,0.16572613385048973
Texas Chicken,fast food restaurant,"Shifa (Imam Muslim Road), الرياض 14724, المملكة العربية السعودية",24.536518,46.69618,Cheap,2.0,0,0,,0.0,1,0,0.5449488073458703
Coffee Gram (جرام القهوة),coffee shop,"Al Khalifah Al Mamoon St, الرياض 14724, المملكة العربية السعودية",24.53789076941372,46.70082088882203,Cheap,88.0,532,36,8.9,1.0,1,1,0.9641336273406055
Fun Taste,restaurant,"الرياض 14724, المملكة العربية السعودية",24.538718,46.698941,Moderate,0.0,3,2,,0.0,0,0,0.16572613385048973
مقهى فنجال وقدوع للقهوة العربية,café,"حي الشفا شارع الخليل بن أحمد (المعارض), الرياض, المملكة العربية السعودية",24.540115905199624,46.69880390167236,Cheap,3.0,6,2,,0.0,1,0,0.5449488073458703
مخبز وبوفية فوال  الشرق الاوسط,breakfast spot,"حي بدر (شارع الخليفة المأمون), المملكة العربية السعودية",24.538065,46.701056,Cheap,0.0,4,0,,0.0,1,0,0.5449488073458703
شاورما جي,fast food restaurant,"الرياض 14724, المملكة العربية السعودية",24.539337,46.702095,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
BAHRYA (بحرية),seafood restaurant,المملكة العربية السعودية,24.53855330720563,46.70049225317555,Expensive,0.0,1,0,,0.0,0,0,0.16572613385048973
مطعم ميرا البخاري,afghan restaurant,"بدر (شارع الخليفة المأمون), المملكة العربية السعودية",24.538321569173608,46.70133208715864,Moderate,2.0,2,0,,0.0,0,0,0.16572613385048973
كفي في التسعين,coffee shop,المملكة العربية السعودية,24.54027105037921,46.698543703883935,Cheap,0.0,4,0,,1.0,1,0,0.9003158999383325
اطلق بوفيه بالرياض,buffet,"الرياض 14724, المملكة العربية السعودية",24.540268,46.705631,Unknown,0.0,0,0,,0.0,0,0,0.16572613385048973
antakya kasabi,turkish restaurant,"Sifa, المملكة العربية السعودية",24.538467,46.70763,Moderate,2.0,1,1,,0.0,0,0,0.16572613385048973
الحميس التركي,doner restaurant,"حي بدر (شارع الرسالة), الرياض 14724, المملكة العربية السعودية",24.538874,46.707584,Unknown,1.0,3,1,,0.0,0,0,0.16572613385048973
Karyet Al Romansiah,turkish restaurant,"Shifa (Al bedir), الرياض, المملكة العربية السعودية",24.537683,46.709636,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
مطعم ركن الأوصال,turkish restaurant,"الشفا, الرياض, المملكة العربية السعودية",24.539325,46.712869,Moderate,3.0,0,0,,0.0,0,0,0.16572613385048973
Domino's Pizza (دومينوز بيتزا),pizza place,المملكة العربية السعودية,24.536037279056146,46.71251076984575,Cheap,3.0,1,0,6.6,0.0,1,0,0.5449488073458703
sandeyss,turkish restaurant,المملكة العربية السعودية,24.539444942814185,46.71268066354802,Moderate,3.0,2,1,,0.0,0,0,0.16572613385048973
sandeys restorant,bbq joint,المملكة العربية السعودية,24.53925325000105,46.71286451282688,Moderate,1.0,1,0,,0.0,0,0,0.16572613385048973
شركة العردان ( بوفية ),indian restaurant,"الشفا, الرياض 14724, المملكة العربية السعودية",24.53899,46.712391,Moderate,0.0,0,0,,0.0,0,0,0.16572613385048973
صانع الحلويات,café,المملكة العربية السعودية,24.54049,46.713722,Cheap,1.0,0,0,,0.0,1,0,0.5449488073458703
الشفا للوجبات السريعة,chaat place,"الشفا (طريق عرفات), الرياض, المملكة العربية السعودية",24.541143,46.714524,Unknown,0.0,0,0,,0.0,0,0,0.16572613385048973
riyadh sifa kiral kunefe,cafeteria,المملكة العربية السعودية,24.540805692631302,46.71336024411989,Unknown,1.0,2,0,,0.0,0,0,0.16572613385048973
فلافل قرمشة,falafel restaurant,"Al Itidal, المملكة العربية السعودية",24.54025747442121,46.7250263770906,Cheap,5.0,1,0,6.8,0.0,1,0,0.5449488073458703
مطعم أرزاق بلادي البخاري,afghan restaurant,"الرياض, المملكة العربية السعودية",24.539982,46.72065900000001,Moderate,1.0,0,0,,0.0,0,0,0.16572613385048973
Moroccan Tea (شاي مغربي),tea room,"الرياض 14741, المملكة العربية السعودية",24.536617,46.772172,Moderate,2.0,1,0,,0.0,0,0,0.16572613385048973
Shawarmer (شاورمر),shawarma place,المملكة العربية السعودية,24.535832,46.910331,Unknown,2.0,0,0,7.0,0.0,0,1,0.3715589095019695
مقهى الديوانية الخليجية,arepa restaurant,المملكة العربية السعودية,24.54395098792429,46.64752944624711,Cheap,17.0,4,2,6.7,0.0,1,0,0.5449488073458703
بلح وعسل,pastry shop,"شارع المشتل, الرياض 14964, المملكة العربية السعودية",24.541507,46.648346,Unknown,5.0,3,0,,0.23425671427358505,0,0,0.24178476972805826
ام فهد للطبخ الشعبي,middle eastern restaurant,"الحزم, المملكة العربية السعودية",24.54477,46.644785,Moderate,1.0,0,0,,0.0,0,0,0.16572613385048973
فور برجر,burger joint,المملكة العربية السعودية,24.543743936338664,46.64757813383275,Cheap,0.0,0,0,,0.0,1,0,0.5449488073458703
مزاج الزنجبيل,café,المملكة العربية السعودية,24.542598,46.648183,Cheap,8.0,0,0,7.3,0.0,1,1,0.7809091203153626
واحة القهوة السوداء Oasis Of Black Coffee,café  coffee shop  market,"الرياض 14964, المملكة العربية السعودية",24.544871,46.647803,Cheap,5.0,39,1,,0.397464672164186,1,0,0.7277709267400002
قديمك نديمك,café,"شارع حمزة بن عبدالمطلب, المملكة العربية السعودية",24.546329949493185,46.64797996845736,Cheap,27.0,29,5,7.7,0.0,1,1,0.7809091203153626
كوفي تايم,café,المملكة العربية السعودية,24.546376,46.647976,Cheap,0.0,1,0,,0.0,1,0,0.5449488073458703
Planck cafe بلانك كافيه,café,المملكة العربية السعودية,24.544197,46.647855,Cheap,1.0,25,0,,0.0,1,0,0.5449488073458703
فطيرة الفلافل Falafel Pie | حي الحزم,falafel restaurant,"حي الحزم (شارع المشتل), الرياض 77779, المملكة العربية السعودية",24.545193,46.652774,Cheap,7.0,1,1,6.5,0.0,1,0,0.5449488073458703
